iter	Logloss
142	0.001308327018
143	0.001301398302
144	0.001294488419
145	0.001289144662
146	0.001270626281
147	0.00126709593
148	0.001263342488
149	0.001259254633
150	0.001256620705
151	0.001251652679
152	0.001247981786
153	0.001245284188
154	0.001243384186
155	0.001241465801
156	0.001239133412
157	0.001237614592
158	0.00123583263
159	0.001234138776
160	0.001232615971
161	0.001229087366
162	0.00122797178
163	0.001226599422
164	0.001219932768
165	0.001213530559
166	0.001210885205
167	0.001201329824
168	0.001199724944
169	0.001197496902
170	0.001195032746
171	0.001193683663
172	0.001185835838
173	0.001181758225
174	0.001180080908
175	0.001177203737
176	0.00117278399
177	0.001169983117
178	0.001160847362
179	0.001152404861
180	0.001150270548
181	0.001148358981
182	0.001146564848
183	0.001144896735
184	0.001142289702
185	0.001140185472
186	0.001134710334
187	0.001131211782
188	0.001130422519
189	0.001124753198
190	0.001118563312
191	0.001116231053
192	0.001108346337
193	0.001106487535
194	0.001104502192
195	0.001103011028
196	0.001100828118
197	0.001097258378
198	0.001089709008
199	0.001087501386
200	0.001081072907
201	0.001079163167
202	0.001076097491
203	0.001074243707
204	0.00106945454
205	0.001067577165
206	0.001065765114
207	0.001063753387
208	0.001062139121
209	0.001055649313
210	0.001054292143
211	0.001051685256
212	0.001049250199
213	0.00104364954
214	0.001038311339
215	0.001036682467
216	0.001033911355
217	0.001031449096
218	0.001029105935
219	0.001017668783
220	0.00101127109
221	0.00100090058
222	0.0009986963878
223	0.0009879316032
224	0.0009855080193
225	0.0009813825358
226	0.0009792895015
227	0.000977812673
228	0.000976321678
229	0.0009756836805
230	0.0009741156255
231	0.0009726586972
232	0.0009713289384
233	0.0009679872287
234	0.0009667547753
235	0.0009645853432
236	0.0009619147385
237	0.0009606561998
238	0.0009587301315
239	0.0009539483771
240	0.00095211723
241	0.0009509588786
242	0.0009495982441
243	0.0009482560612
244	0.0009463549806
245	0.0009441985548
246	0.0009426188587
247	0.0009408500432
248	0.0009404754576
249	0.0009347975814
250	0.0009318831473
251	0.0009208371117
252	0.0009179023743
253	0.0009133792395
254	0.0009123016556
255	0.0009099796851
256	0.0009081379252
257	0.0009035632148
258	0.0009017620164
259	0.0009001566112
260	0.0008922840131
261	0.0008916038903
262	0.0008905916159
263	0.0008894501623
264	0.0008882541552
265	0.0008841748311
266	0.0008827063238
267	0.0008812739775
268	0.0008800100398
269	0.0008785167779
270	0.0008773921844
271	0.000876058075
272	0.0008665722241
273	0.0008635799006
274	0.0008559404405
275	0.0008527828287
276	0.0008511417049
277	0.0008487977404
278	0.0008479568148
279	0.000846546937
280	0.0008430409663
281	0.0008411172342
282	0.0008376462213
283	0.0008340388747
284	0.0008323674606
285	0.0008306001295
286	0.0008293244918
287	0.0008287041279
288	0.0008262450992
289	0.0008244634746
290	0.000824268895
291	0.0008233168933
292	0.0008227112104
293	0.0008211848672
294	0.0008201021876
295	0.0008176725573
296	0.0008131387605
297	0.0008124325489
298	0.000807633154
299	0.0008048058803
300	0.0008015446589
301	0.0007977424803
302	0.0007971646567
303	0.0007945584644
304	0.00079038714
305	0.0007895393207
306	0.0007891553764
307	0.0007883078268
308	0.0007837878943
309	0.0007824970987
310	0.0007800533164
311	0.0007777187793
312	0.0007756661542
313	0.0007735772512
314	0.0007732494191
315	0.0007728792605
316	0.0007709384918
317	0.0007676388271
318	0.0007660685784
319	0.0007635871009
320	0.0007630391601
321	0.0007615877944
322	0.0007583212481
323	0.000753452227
324	0.0007524670615
325	0.0007492316948
326	0.0007478513631
327	0.0007456735738
328	0.0007442084903
329	0.0007434079754
330	0.0007414072547
331	0.0007400449038
332	0.0007381494008
333	0.0007362612002
334	0.0007344696204
335	0.0007334269062
336	0.0007317282855
337	0.0007299543786
338	0.0007282664135
339	0.0007251684272
340	0.0007233258431
341	0.0007216446804
342	0.000720108291
343	0.0007194254937
344	0.0007165941329
345	0.0007151155925
346	0.0007129082686
347	0.0007116348114
348	0.0007102245624
349	0.0007063263892
350	0.0007007937979
351	0.0006996675104
352	0.0006982432959
353	0.0006977444073
354	0.0006941943509
355	0.0006935429247
356	0.0006917580741
357	0.0006892579568
358	0.0006884476431
359	0.0006874302408
360	0.0006859417496
361	0.0006848666328
362	0.0006817024969
363	0.0006789508271
364	0.0006783963637
365	0.0006769286003
366	0.0006756715559
367	0.0006730307109
368	0.0006705033131
369	0.000667148835
370	0.0006657248477
371	0.0006611488652
372	0.0006602972689
373	0.0006583482534
374	0.0006534385299
375	0.0006531814951
376	0.0006527618806
377	0.0006517150913
378	0.0006510029939
379	0.0006507628088
380	0.0006498811112
381	0.0006487460911
382	0.000647429404
383	0.0006449174385
384	0.000644528111
385	0.0006420765766
386	0.00064046982
387	0.0006380624317
388	0.0006346260798
389	0.0006340874456
390	0.0006311112974
391	0.0006299151232
392	0.0006259113154
393	0.0006192543268
394	0.0006132193007
395	0.0006124900527
396	0.0006098691695
397	0.0006062913647
398	0.0006048915523
399	0.0006047044175
400	0.0006040261301
401	0.0006033471167
402	0.0006026208447
403	0.0005991535273
404	0.000594457625
405	0.0005913255948
406	0.0005883826501
407	0.0005861546599
408	0.0005836604928
409	0.0005830372931
410	0.0005801750658
411	0.0005735840016
412	0.0005677430962
413	0.0005652201833
414	0.0005633266078
415	0.0005627072844
416	0.0005574716396
417	0.0005540696024
418	0.0005520622217
419	0.000548141672
420	0.0005476293938
421	0.0005473151736
422	0.00054024208
423	0.0005391387832
424	0.0005369876036
425	0.0005341207688
426	0.0005334778907
427	0.000531600153
428	0.0005291560922
429	0.0005274658743
430	0.0005270288681
431	0.0005254146514
432	0.0005244853857
433	0.0005241423375
434	0.000523543104
435	0.0005224275276
436	0.0005220289396
437	0.0005215046187
438	0.0005200624252
439	0.0005183837232
440	0.0005172294308
441	0.0005139460165
442	0.0005111099734
443	0.0005106324356
444	0.0005098538849
445	0.0005093046822
446	0.0005054024432
447	0.0005008377378
448	0.0005004198671
449	0.0004994959987
450	0.0004975053794
451	0.0004938042751
452	0.000493386221
453	0.000492917441
454	0.0004913714129
455	0.0004852542467
456	0.0004843787444
457	0.000481503267
458	0.0004803422216
459	0.000478742379
460	0.0004753853053
461	0.0004751585791
462	0.0004731017504
463	0.0004701825966
464	0.0004678462099
465	0.0004675018498
466	0.0004666509613
467	0.0004663308242
468	0.0004660156553
469	0.000464253727
470	0.0004619256843
471	0.0004597810876
472	0.0004590506876
473	0.0004569617669
474	0.0004565652309
475	0.0004558299297
476	0.0004553859056
477	0.0004551859685
478	0.0004548617658
479	0.0004512006163
480	0.0004503668884
481	0.0004487894376
482	0.0004466002159
483	0.0004459163674
484	0.0004453779159
485	0.0004421411121
486	0.0004407329894
487	0.0004384889828
488	0.0004377503234
489	0.0004375153179
490	0.0004368636614
491	0.0004358508847
492	0.000435240185
493	0.0004333495888
494	0.0004321555553
495	0.0004305184172
496	0.0004299225627
497	0.000426783945
498	0.0004258574443
499	0.0004204355683
500	0.00042015594
501	0.0004199031158
502	0.0004190742793
503	0.0004167866648
504	0.0004145521779
505	0.0004143330423
506	0.0004140527123
507	0.0004126183455
508	0.0004102833823
509	0.0004099713932
510	0.0004086726507
511	0.0004073612899
512	0.0004063018331
513	0.0004037747697
514	0.0004027321084
515	0.0004014996687
516	0.0004005677827
517	0.0003988581455
518	0.0003928487172
519	0.0003911452768
520	0.0003895764779
521	0.0003891072193
522	0.0003875953428
523	0.0003866595659
524	0.0003851982364
525	0.0003849983217
526	0.0003843731694
527	0.0003829962827
528	0.000381842341
529	0.0003798141346
530	0.0003796442347
531	0.000377626869
532	0.0003759227648
533	0.000374648578
534	0.0003744740645
535	0.000373960249
536	0.00037343274
537	0.0003731962098
538	0.0003714953449
539	0.0003713467211
540	0.0003694559584
541	0.0003677458788
542	0.0003674945098
543	0.0003655980405
544	0.0003614452458
545	0.0003598502161
546	0.0003581016652
547	0.0003569485008
548	0.0003563356057
549	0.0003550052375
550	0.0003545294673
551	0.0003529130115
552	0.000351383226
553	0.0003500658862
554	0.0003484533108
555	0.0003469387702
556	0.0003463967058
557	0.0003447900836
558	0.0003424393199
559	0.0003423217876
560	0.0003414171634
561	0.0003411850821
562	0.0003400868999
563	0.0003394696644
564	0.000338026368
565	0.0003360330403
566	0.0003358913134
567	0.0003344221223
568	0.0003333968979
569	0.0003329962672
570	0.0003328969642
571	0.0003327744241
572	0.0003326137124
573	0.0003321095901
574	0.0003319257587
575	0.0003305784654
576	0.0003294098767
577	0.0003288324489
578	0.000328607815
579	0.0003273484745
580	0.0003270029429
581	0.0003264321967
582	0.0003254042047
583	0.0003249466955
584	0.0003246441631
585	0.000323283537
586	0.000322879615
587	0.0003220911587
588	0.0003217255181
589	0.0003213535189
590	0.0003200268004
591	0.0003182768629
592	0.0003170643923
593	0.0003152374
594	0.0003140949152
595	0.0003121070768
596	0.0003115043339
597	0.0003106310483
598	0.0003101560905
599	0.0003092650974
600	0.0003082231817
601	0.000307985309
602	0.0003077883593
603	0.0003074379513
604	0.0003053879874
605	0.0003045206238
606	0.0003035506918
607	0.0003007274569
608	0.00030052238
609	0.0002996662647
610	0.0002978961974
611	0.0002977598647
612	0.0002967620706
613	0.0002957745017
614	0.0002952344411
615	0.0002941294766
616	0.0002939991768
617	0.0002929480858
618	0.0002926514811
619	0.0002925347072
620	0.0002917565357
621	0.000290974448
622	0.000289613327
623	0.0002892845157
624	0.0002887678131
625	0.0002880560191
626	0.0002878317658
627	0.0002877156665
628	0.0002870973092
629	0.00028588589
630	0.0002853255555
631	0.0002849236513
632	0.0002844291139
633	0.0002835488475
634	0.0002833927657
635	0.0002817699859
636	0.0002809182589
637	0.0002806158912
638	0.0002803095294
639	0.0002798952745
640	0.0002779768406
641	0.0002776364863
642	0.0002744985815
643	0.0002743600506
644	0.0002731154175
645	0.0002729648474
646	0.0002720490383
647	0.0002718453638
648	0.0002704523836
649	0.0002695022927
650	0.0002693639684
651	0.0002688490812
652	0.0002658480135
653	0.0002654765553
654	0.0002651743335
655	0.0002648677301
656	0.0002645402057
657	0.0002644136196
658	0.0002641644811
659	0.0002634157629
660	0.0002629661046
661	0.0002627213587
662	0.0002624440679
663	0.0002623488368
664	0.0002606101019
665	0.0002599450389
666	0.0002595916121
667	0.0002594441858
668	0.0002587850926
669	0.0002585667016
670	0.0002584601639
671	0.0002582255736
672	0.000258016163
673	0.0002577048072
674	0.0002554975088
675	0.000254672898
676	0.0002538348757
677	0.0002534390834
678	0.0002530393914
679	0.0002526114997
680	0.0002522216691
681	0.0002510797084
682	0.0002500289095
683	0.0002492488907
684	0.0002489421415
685	0.0002485117394
686	0.0002478747718
687	0.0002472725515
688	0.0002471204304
689	0.0002463039609
690	0.0002455469952
691	0.0002443985432
692	0.0002438481859
693	0.0002438170468
694	0.0002418805791
695	0.0002416765457
696	0.0002411520844
697	0.0002402108224
698	0.0002393053829
699	0.0002391943971
700	0.0002387178086
701	0.0002368753943
702	0.0002352624515
703	0.000233553756
704	0.0002334497531
705	0.0002329558331
706	0.0002324095727
707	0.0002320984498
708	0.0002316480378
709	0.000229948997
710	0.0002292976973
711	0.0002291674205
712	0.0002275241939
713	0.0002265273389
714	0.0002247812864
715	0.0002245582404
716	0.0002244495304
717	0.000222599509
718	0.0002224586347
719	0.000221387079
720	0.0002211778536
721	0.0002203427746
722	0.000220138801
723	0.0002194894897
724	0.0002193001565
725	0.0002187501155
726	0.0002171916857
727	0.000215357033
728	0.000214788744
729	0.0002136987345
730	0.0002122549303
731	0.0002115189341
732	0.0002112345787
733	0.0002102800315
734	0.0002096151588
735	0.0002092009782
736	0.0002086359608
737	0.0002081359168
738	0.00020724791
739	0.0002070457268
740	0.0002067585824
741	0.0002062113159
742	0.0002060297279
743	0.0002058688393
744	0.0002056871352
745	0.0002054978732
746	0.00020517126
747	0.0002039575597
748	0.0002035815682
749	0.0002034222631
750	0.0002033358511
751	0.0002027040395
752	0.0002025522696
753	0.0002022750717
754	0.0002016147988
755	0.0002010366795
756	0.0001991115227
757	0.0001989450351
758	0.0001985752411
759	0.000198380148
760	0.0001979193163
761	0.0001973263007
762	0.0001972241139
763	0.0001968626139
764	0.0001967385124
765	0.0001949878818
766	0.0001948161352
767	0.0001943380925
768	0.0001940137923
769	0.0001937060334
770	0.0001936004503
771	0.0001924609526
772	0.0001922037923
773	0.0001918192743
774	0.0001914324507
775	0.0001912157083
776	0.0001907999261
777	0.0001899556614
778	0.0001886124576
779	0.0001882802139
780	0.0001869004164
781	0.0001864722478
782	0.000185563949
783	0.0001847344157
784	0.0001846763689
785	0.0001844756354
786	0.000183731654
787	0.0001833925192
788	0.0001830697975
789	0.0001827760349
790	0.000182512899
791	0.0001821546608
792	0.0001818691331
793	0.0001805978231
794	0.0001805477789
795	0.0001802463836
796	0.000179993058
797	0.0001798147529
798	0.0001789763824
799	0.0001767074344
800	0.0001764354414
801	0.0001759248154
802	0.0001757781307
803	0.0001755474111
804	0.0001753546733
805	0.00017510404
806	0.0001745527943
807	0.0001744852431
808	0.0001744417491
809	0.0001743667503
810	0.0001743275672
811	0.0001741831308
812	0.0001736485107
813	0.0001730754337
814	0.0001726291274
815	0.0001724352054
816	0.0001722331626
817	0.0001720998302
818	0.0001714294216
819	0.0001713525795
820	0.0001709715429
821	0.0001708013424
822	0.0001707065639
823	0.0001705079702
824	0.0001703052479
825	0.0001696554929
826	0.0001695723084
827	0.0001688296594
828	0.000168722238
829	0.0001686028797
830	0.0001684566573
831	0.0001684136808
832	0.0001680322593
833	0.0001667665729
834	0.0001666583713
835	0.0001663273239
836	0.00016625301
837	0.0001658817404
838	0.0001657097446
839	0.0001655496144
840	0.0001645755711
841	0.0001640878941
842	0.0001637711812
843	0.000163745732
844	0.0001634206089
845	0.0001627184432
846	0.0001626234863
847	0.0001622749038
848	0.0001614513636
849	0.0001611956385
850	0.0001609895743
851	0.0001608578242
852	0.0001607206399
853	0.0001605600593
854	0.0001604391332
855	0.0001603322446
856	0.000160186637
857	0.000159840083
858	0.000159610439
859	0.0001594820549
860	0.0001593438739
861	0.0001592425386
862	0.0001590279245
863	0.0001587815598
864	0.0001571016502
865	0.0001567314587
866	0.0001564138029
867	0.0001559820339
868	0.0001558700441
869	0.0001557996137
870	0.0001555364102
871	0.0001554663688
872	0.0001553733195
873	0.0001547435535
874	0.0001536735295
875	0.0001535352942
876	0.0001533456533
877	0.0001531505358
878	0.0001527989737
879	0.0001526951327
880	0.0001525056304
881	0.0001519372261
882	0.000151815975
883	0.0001517306755
884	0.0001514215115
885	0.0001500142432
886	0.0001497498164
887	0.0001496251441
888	0.0001493696027
889	0.0001490329923
890	0.0001489148562
891	0.0001487649107
892	0.0001483807648
893	0.0001478354344
894	0.0001476082617
895	0.0001471474362
896	0.0001470452649
897	0.0001468697959
898	0.0001468296762
899	0.0001465049823
900	0.0001463283117
901	0.0001461054544
902	0.0001459909642
903	0.0001459068234
904	0.0001455614645
905	0.0001452406013
906	0.0001452052601
907	0.000144997282
908	0.0001444202597
909	0.0001443173486
910	0.0001441314399
911	0.0001434957861
912	0.0001431402666
913	0.0001430421941
914	0.0001428714167
915	0.000142848141
916	0.0001427407973
917	0.0001426521185
918	0.000142453125
919	0.0001423616191
920	0.0001418546526
921	0.0001415895034
922	0.0001413985561
923	0.0001413307029
924	0.0001412060482
925	0.0001411135769
926	0.0001409102905
927	0.000140585581
928	0.0001395756899
929	0.0001393308815
930	0.0001387661966
931	0.000138681675
932	0.0001386474744
933	0.000138491236
934	0.0001383597389
935	0.0001379674958
936	0.0001378816714
937	0.0001374618192
938	0.0001368029934
939	0.0001367358924
940	0.0001364935473
941	0.0001363211248
942	0.0001360808975
943	0.0001360166319
944	0.0001358495341
945	0.0001358179858
946	0.0001356810583
947	0.0001355327184
948	0.0001354506751
949	0.0001353306541
950	0.0001347388447
951	0.0001344710762
952	0.0001343836354
953	0.0001340464397
954	0.000133788343
955	0.0001335144976
956	0.0001332361935
957	0.0001330292695
958	0.0001323717142
959	0.000132283213
960	0.0001321342315
961	0.000132070568
962	0.0001319027428
963	0.0001315198141
964	0.0001313946104
965	0.0001312644017
966	0.0001311839174
967	0.000131008885
968	0.0001309595298
969	0.0001306153123
970	0.0001297366338
971	0.0001296482581
972	0.0001295230432
973	0.0001294985717
974	0.0001293073094
975	0.000128964717
976	0.0001283923569
977	0.0001283123739
978	0.000128244329
979	0.0001278286589
980	0.000127608592
981	0.0001273051568
982	0.0001270746464
983	0.0001270270664
984	0.0001269231173
985	0.0001264993821
986	0.0001264056551
987	0.0001255861635
988	0.0001255609674
989	0.0001254973192
990	0.0001247436341
991	0.0001247220119
992	0.0001241913199
993	0.0001241502636
994	0.0001236553045
995	0.0001233644409
996	0.0001228019384
997	0.0001218647695
998	0.0001215945204
999	0.0001215506978
